"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.166000208E0,6.872031372E-4,-1.068982761E-3,-4.581354442E-4
6.168426198E0,-1.145338640E-3,-1.068982761E-3,-1.068982761E-3
6.170852187E0,-5.344913807E-4,1.527118147E-4,-4.581354442E-4
6.173278177E0,7.635590737E-5,-4.581354442E-4,-4.581354442E-4
6.175704167E0,7.635590737E-5,-4.581354442E-4,1.527118147E-4
6.178130104E0,1.298050396E-3,-4.581354442E-4,7.635590737E-4
6.180556094E0,7.635590737E-5,-4.581354442E-4,-4.581354442E-4
6.182982083E0,7.635590737E-5,-4.581354442E-4,1.374406274E-3
6.185408073E0,6.872031372E-4,1.527118147E-4,-4.581354442E-4
6.187834062E0,-1.145338640E-3,-4.581354442E-4,1.527118147E-4
6.190260000E0,7.635590737E-5,-4.581354442E-4,7.635590737E-4
6.192685989E0,-2.977880416E-3,-1.068982761E-3,7.635590737E-4
6.195111979E0,6.872031372E-4,1.527118147E-4,1.374406274E-3
6.197537969E0,6.872031372E-4,1.527118147E-4,1.374406274E-3
6.199963958E0,6.872031372E-4,1.527118147E-4,-1.068982761E-3
6.202389896E0,7.635590737E-5,1.527118147E-4,1.527118147E-4
6.204815885E0,7.635590737E-5,1.527118147E-4,-1.068982761E-3
6.207241875E0,7.635590737E-5,1.527118147E-4,1.527118147E-4
6.209667864E0,7.635590737E-5,1.985253533E-3,1.527118147E-4
6.212093854E0,-5.344913807E-4,-4.581354442E-4,1.527118147E-4
6.214519792E0,7.635590737E-5,-1.068982761E-3,-4.581354442E-4
6.216945781E0,7.635590737E-5,7.635590737E-4,1.527118147E-4
6.219371771E0,1.908897655E-3,1.527118147E-4,1.527118147E-4
6.221797760E0,6.872031372E-4,1.527118147E-4,-4.581354442E-4
6.224223750E0,7.635590737E-5,-4.581354442E-4,-4.581354442E-4
6.226649687E0,-1.145338640E-3,-4.581354442E-4,7.635590737E-4
6.229075677E0,-5.344913807E-4,-1.068982761E-3,1.374406274E-3
6.231501667E0,-5.344913807E-4,1.527118147E-4,7.635590737E-4
6.233927656E0,7.635590737E-5,1.527118147E-4,-4.581354442E-4
