"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.687765180E-1,-9.162708884E-4,0.000000000E0,-4.428642802E-3,4.522436225E-3
1.712216220E-1,-9.162708884E-4,-1.221694518E-3,-1.985253533E-3,2.504659943E-3
1.736658930E-1,-9.162708884E-4,-1.221694518E-3,4.581354442E-4,1.594358153E-3
1.761094350E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.785538100E-1,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
1.809989140E-1,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
1.834431850E-1,3.054236295E-4,1.221694518E-3,1.679830020E-3,2.099440398E-3
1.858867260E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.883311010E-1,3.054236295E-4,-2.443389036E-3,4.581354442E-4,2.504659989E-3
1.907762060E-1,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.932204760E-1,-2.137965523E-3,0.000000000E0,-1.985253533E-3,2.917555170E-3
1.956640180E-1,-9.162708884E-4,1.221694518E-3,-7.635590737E-4,1.707369994E-3
1.981083930E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
2.005534970E-1,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
2.029977680E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
2.054413100E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
2.078856850E-1,3.054236295E-4,-1.221694518E-3,1.679830020E-3,2.099440398E-3
2.103307890E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
2.127750600E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
2.152186010E-1,3.054236295E-4,-2.443389036E-3,-7.635590737E-4,2.578072154E-3
2.176629760E-1,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
2.201081330E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
2.225524040E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
2.249958930E-1,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
2.274402680E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
2.298853720E-1,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
2.323297470E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
2.347731850E-1,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
2.372175600E-1,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
2.396627160E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
2.421069870E-1,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
