"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.617330230E-1,-3.170489892E-2,-1.887338907E-1,9.899705887E0
6.641775020E-1,-2.213360928E-2,-1.911267042E-1,9.899705887E0
6.666212520E-1,-3.649054468E-2,-2.006980032E-1,9.897313118E0
6.690658880E-1,-4.845465720E-2,-2.030908167E-1,9.885348320E0
6.715112000E-1,-3.409772366E-2,-2.054836452E-1,9.882955551E0
6.739557310E-1,-4.127619043E-2,-1.959123611E-1,9.890133858E0
6.763994810E-1,-4.845465720E-2,-1.839482337E-1,9.897313118E0
6.788440130E-1,-5.084748194E-2,-1.935195327E-1,9.885348320E0
6.812893770E-1,-4.845465720E-2,-2.054836452E-1,9.878170013E0
6.837339080E-1,-5.324030295E-2,-2.198405862E-1,9.894919395E0
6.861776580E-1,-5.563312769E-2,-2.030908167E-1,9.875777245E0
6.886221900E-1,-5.084748194E-2,-1.983051747E-1,9.892526627E0
6.910676060E-1,-4.127619043E-2,-1.767697781E-1,9.859027863E0
6.935120850E-1,-4.366901144E-2,-1.983051747E-1,9.880562782E0
6.959558350E-1,-4.845465720E-2,-2.006980032E-1,9.890133858E0
6.984004710E-1,-5.832505226E-2,-1.863410622E-1,9.885348320E0
7.008457830E-1,-4.845465720E-2,-1.863410622E-1,9.861420631E0
7.032903150E-1,-4.127619043E-2,-1.959123611E-1,9.885348320E0
7.057340650E-1,-4.127619043E-2,-1.911267042E-1,9.892526627E0
7.081785960E-1,-3.649054468E-2,-1.815554202E-1,9.882955551E0
7.106240130E-1,-4.845465720E-2,-1.839482337E-1,9.882955551E0
7.130684920E-1,-4.366901144E-2,-1.959123611E-1,9.885348320E0
7.155122420E-1,-3.649054468E-2,-1.911267042E-1,9.909276962E0
7.179567730E-1,-2.931207791E-2,-1.959123611E-1,9.880562782E0
7.204021900E-1,-5.832505226E-2,-2.102692872E-1,9.902098656E0
7.228466690E-1,-5.324030295E-2,-1.911267042E-1,9.890133858E0
7.252904190E-1,-5.324030295E-2,-1.983051747E-1,9.873384476E0
7.277350540E-1,-4.127619043E-2,-1.959123611E-1,9.899705887E0
7.301803670E-1,-3.888336942E-2,-1.887338907E-1,9.870991707E0
7.326248980E-1,-4.845465720E-2,-1.839482337E-1,9.885348320E0
7.350686480E-1,-6.071787328E-2,-2.054836452E-1,9.863813400E0
7.375131790E-1,-3.409772366E-2,-1.887338907E-1,9.885348320E0
7.399585960E-1,-3.649054468E-2,-1.911267042E-1,9.844670296E0
7.424030750E-1,-2.213360928E-2,-1.959123611E-1,9.892526627E0
7.448468250E-1,-3.170489892E-2,-1.959123611E-1,9.897313118E0
7.472914600E-1,-4.127619043E-2,-1.911267042E-1,9.878170013E0
7.497367730E-1,-5.084748194E-2,-1.791625917E-1,9.873384476E0
7.521813040E-1,-5.563312769E-2,-1.863410622E-1,9.914062500E0
7.546250540E-1,-1.734796353E-2,-1.863410622E-1,9.887741089E0
7.570695850E-1,-4.845465720E-2,-1.983051747E-1,9.882955551E0
7.595149500E-1,-5.324030295E-2,-2.030908167E-1,9.868598938E0
7.619594810E-1,-4.127619043E-2,-1.983051747E-1,9.921240807E0
7.644032310E-1,-4.845465720E-2,-1.767697781E-1,9.885348320E0
7.668477630E-1,-4.845465720E-2,-1.887338907E-1,9.856635094E0
7.692931790E-1,-6.789634377E-2,-1.887338907E-1,9.930811882E0
7.717376580E-1,-3.649054468E-2,-1.863410622E-1,9.882955551E0
7.741814080E-1,-4.127619043E-2,-1.983051747E-1,9.868598938E0
7.766260440E-1,-4.366901144E-2,-1.863410622E-1,9.868598938E0
7.790713560E-1,-5.084748194E-2,-1.887338907E-1,9.916455269E0
7.815158880E-1,-2.931207791E-2,-1.983051747E-1,9.861420631E0
7.839596380E-1,-4.845465720E-2,-1.791625917E-1,9.890133858E0
7.864041690E-1,-4.606183618E-2,-2.102692872E-1,9.875777245E0
7.888495850E-1,-4.366901144E-2,-2.078764737E-1,9.873384476E0
7.912940650E-1,-4.366901144E-2,-1.911267042E-1,9.875777245E0
7.937378150E-1,-4.606183618E-2,-1.935195327E-1,9.859027863E0
7.961823460E-1,-5.324030295E-2,-2.030908167E-1,9.933204651E0
7.986277630E-1,-2.691925503E-2,-2.078764737E-1,9.878170013E0
8.010722420E-1,-4.127619043E-2,-1.959123611E-1,9.868598938E0
8.035159920E-1,-4.127619043E-2,-1.983051747E-1,9.904491425E0
8.059606270E-1,-3.649054468E-2,-1.863410622E-1,9.904491425E0
8.084059400E-1,-4.127619043E-2,-1.983051747E-1,9.870991707E0
8.108504710E-1,-6.071787328E-2,-1.935195327E-1,9.856635094E0
8.132942210E-1,-4.606183618E-2,-1.887338907E-1,9.933204651E0
8.157387520E-1,-2.931207791E-2,-1.791625917E-1,9.880562782E0
8.181841690E-1,-5.563312769E-2,-1.959123611E-1,9.847063065E0
8.206286480E-1,-4.845465720E-2,-2.078764737E-1,9.878170013E0
8.230723980E-1,-4.845465720E-2,-2.006980032E-1,9.918848038E0
8.255169290E-1,-3.409772366E-2,-1.959123611E-1,9.904491425E0
8.279623460E-1,-5.084748194E-2,-1.839482337E-1,9.839884758E0
8.304068250E-1,-4.127619043E-2,-1.719841212E-1,9.868598938E0
8.328506270E-1,-4.127619043E-2,-1.911267042E-1,9.909276962E0
8.352951580E-1,-5.832505226E-2,-1.839482337E-1,9.851848602E0
8.377405230E-1,-2.691925503E-2,-2.006980032E-1,9.892526627E0
8.401850540E-1,-4.606183618E-2,-1.935195327E-1,9.875777245E0
8.426288040E-1,-2.691925503E-2,-2.006980032E-1,9.878170013E0
8.450733350E-1,-3.649054468E-2,-1.935195327E-1,9.882955551E0
8.475187520E-1,-4.366901144E-2,-1.863410622E-1,9.847063065E0
8.499632310E-1,-4.127619043E-2,-1.935195327E-1,9.892526627E0
8.524069810E-1,-5.084748194E-2,-2.006980032E-1,9.856635094E0
8.548516170E-1,-4.366901144E-2,-1.863410622E-1,9.875777245E0
8.572969290E-1,-5.324030295E-2,-1.911267042E-1,9.880562782E0
8.597414600E-1,-4.845465720E-2,-2.126621157E-1,9.878170013E0
8.621852100E-1,-4.127619043E-2,-1.911267042E-1,9.897313118E0
8.646297420E-1,-6.311069429E-2,-1.791625917E-1,9.859027863E0
8.670751580E-1,-3.888336942E-2,-1.911267042E-1,9.887741089E0
8.695196380E-1,-3.888336942E-2,-1.887338907E-1,9.882955551E0
8.719633880E-1,-3.649054468E-2,-2.006980032E-1,9.887741089E0
8.744079190E-1,-3.888336942E-2,-1.911267042E-1,9.899705887E0
8.768533350E-1,-3.888336942E-2,-1.959123611E-1,9.890133858E0
8.792978150E-1,-4.366901144E-2,-2.102692872E-1,9.926026344E0
8.817415650E-1,-4.366901144E-2,-1.959123611E-1,9.885348320E0
